playerID,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,birthDate,birthCountry,teamID,created_at,updated_at,offensiveRating,defensiveRating
8482745,https://assets.nhle.com/mugs/nhl/20242025/ANA/8482745.png,Mason,McTavish,23,C,L,72,213,2003-01-30,CHE,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8480292,https://assets.nhle.com/mugs/nhl/20242025/ANA/8480292.png,Carson,Meyer,39,R,R,71,184,1997-08-18,USA,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8484201,https://assets.nhle.com/mugs/nhl/20242025/ANA/8484201.png,Nico,Myatovic,48,L,L,74,182,2004-12-01,CAN,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8482136,https://assets.nhle.com/mugs/nhl/20242025/ANA/8482136.png,Jan,Mysak,73,C,L,71,190,2002-06-24,CZE,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8481754,https://assets.nhle.com/mugs/nhl/20242025/ANA/8481754.png,Nikita,Nesterenko,62,C,L,74,183,2001-09-10,USA,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8482682,https://assets.nhle.com/mugs/nhl/20242025/ANA/8482682.png,Sasha,Pastujov,59,R,L,72,187,2003-07-15,USA,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8484216,https://assets.nhle.com/mugs/nhl/20242025/ANA/8484216.png,Coulson,Pitre,55,R,R,73,172,2004-12-13,CAN,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8483630,https://assets.nhle.com/mugs/nhl/20242025/ANA/8483630.png,Pavol,Regenda,40,L,L,76,211,1999-12-07,SVK,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8484762,https://assets.nhle.com/mugs/nhl/20242025/ANA/8484762.png,Beckett,Sennecke,45,R,R,74,177,2006-01-28,CAN,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8484396,https://assets.nhle.com/mugs/nhl/20242025/ANA/8484396.png,Yegor,Sidorov,57,R,L,72,182,2004-06-18,BLR,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8476458,https://assets.nhle.com/mugs/nhl/20242025/ANA/8476458.png,Ryan,Strome,16,C,R,73,191,1993-07-11,CAN,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8478873,https://assets.nhle.com/mugs/nhl/20242025/ANA/8478873.png,Troy,Terry,19,R,R,72,185,1997-09-10,USA,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8478366,https://assets.nhle.com/mugs/nhl/20242025/ANA/8478366.png,Frank,Vatrano,77,R,L,71,197,1994-03-14,USA,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8484110,https://assets.nhle.com/mugs/nhl/20242025/ANA/8484110.png,Jaxsen,Wiebe,83,R,R,73,209,2002-05-16,CAN,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8481533,https://assets.nhle.com/mugs/nhl/20242025/ANA/8481533.png,Trevor,Zegras,11,C,L,72,185,2001-03-20,USA,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8484414,https://assets.nhle.com/mugs/nhl/20242025/ANA/8484414.png,Rodwin,Dionicio,76,D,L,74,207,2004-03-30,USA,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8475208,https://assets.nhle.com/mugs/nhl/20242025/ANA/8475208.png,Brian,Dumoulin,6,D,L,76,207,1991-09-06,USA,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8475764,https://assets.nhle.com/mugs/nhl/20242025/ANA/8475764.png,Cam,Fowler,4,D,L,74,215,1991-12-05,CAN,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8475462,https://assets.nhle.com/mugs/nhl/20242025/ANA/8475462.png,Radko,Gudas,7,D,R,72,208,1990-06-05,CZE,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8481563,https://assets.nhle.com/mugs/nhl/20242025/ANA/8481563.png,Drew,Helleson,43,D,R,75,205,2001-03-26,USA,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8482731,https://assets.nhle.com/mugs/nhl/20242025/ANA/8482731.png,Tyson,Hinds,60,D,L,75,188,2003-03-12,CAN,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8481605,https://assets.nhle.com/mugs/nhl/20242025/ANA/8481605.png,Jackson,LaCombe,60,D,L,74,205,2001-01-09,USA,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8483482,https://assets.nhle.com/mugs/nhl/20242025/ANA/8483482.png,Tristan,Luneau,67,D,R,73,195,2004-01-12,CAN,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8483490,https://assets.nhle.com/mugs/nhl/20242025/ANA/8483490.png,Pavel,Mintyukov,34,D,L,73,195,2003-11-25,RUS,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8480001,https://assets.nhle.com/mugs/nhl/20242025/ANA/8480001.png,Urho,Vaakanainen,5,D,L,74,200,1999-01-01,FIN,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8483521,https://assets.nhle.com/mugs/nhl/20242025/ANA/8483521.png,Noah,Warren,47,D,R,76,216,2004-07-15,CAN,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8482803,https://assets.nhle.com/mugs/nhl/20242025/ANA/8482803.png,Olen,Zellweger,51,D,L,69,182,2003-09-10,CAN,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8483746,https://assets.nhle.com/mugs/nhl/20242025/ANA/8483746.png,Vyacheslav,Buteyets,32,G,L,76,185,2002-05-29,RUS,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8482477,https://assets.nhle.com/mugs/nhl/20242025/ANA/8482477.png,Calle,Clang,31,G,L,74,194,2002-05-20,SWE,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8480843,https://assets.nhle.com/mugs/nhl/20242025/ANA/8480843.png,Lukas,Dostal,1,G,L,74,188,2000-06-22,CZE,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8476434,https://assets.nhle.com/mugs/nhl/20242025/ANA/8476434.png,John,Gibson,36,G,L,74,210,1993-07-14,USA,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8483898,https://assets.nhle.com/mugs/nhl/20242025/ANA/8483898.png,Tomas,Suchanek,78,G,L,73,180,2003-04-30,CZE,24,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8481556,https://assets.nhle.com/mugs/nhl/20242025/BOS/8481556.png,John,Beecher,19,C,L,75,216,2001-04-05,USA,6,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8479638,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479638.png,Justin,Brazeau,55,R,R,77,220,1998-02-02,CAN,6,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8477887,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477887.png,Patrick,Brown,38,C,R,73,218,1992-05-29,USA,6,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8475745,https://assets.nhle.com/mugs/nhl/20242025/BOS/8475745.png,Charlie,Coyle,13,C,R,75,218,1992-03-02,USA,6,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8482213,https://assets.nhle.com/mugs/nhl/20242025/BOS/8482213.png,Riley,Duran,,C,R,73,174,2002-01-25,USA,6,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8481558,https://assets.nhle.com/mugs/nhl/20242025/BOS/8481558.png,John,Farinacci,32,C,R,71,197,2001-02-14,USA,6,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8479365,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479365.png,Trent,Frederic,11,C,L,75,220,1998-02-11,USA,6,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8479987,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479987.png,Morgan,Geekie,39,C,R,75,202,1998-07-20,CAN,6,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8482739,https://assets.nhle.com/mugs/nhl/20242025/BOS/8482739.png,Brett,Harrison,72,C,L,74,189,2003-06-07,CAN,6,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8479368,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479368.png,Max,Jones,49,L,L,75,216,1998-02-17,USA,6,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8480355,https://assets.nhle.com/mugs/nhl/20242025/BOS/8480355.png,Mark,Kastelic,47,C,R,76,226,1999-03-11,USA,6,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8481043,https://assets.nhle.com/mugs/nhl/20242025/BOS/8481043.png,Cole,Koepke,,L,L,73,203,1998-05-17,USA,6,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8482479,https://assets.nhle.com/mugs/nhl/20242025/BOS/8482479.png,Trevor,Kuntar,52,C,L,72,205,2001-06-20,USA,6,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8479968,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479968.png,Vinni,Lettieri,95,C,R,70,184,1995-02-06,USA,6,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8477496,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477496.png,Elias,Lindholm,28,C,R,73,202,1994-12-02,SWE,6,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8482763,https://assets.nhle.com/mugs/nhl/20242025/BOS/8482763.png,Fabian,Lysell,23,R,R,71,181,2003-01-19,SWE,6,2024-08-21 01:26:07 UTC,2024-08-21 01:26:07 UTC,,
8473419,https://assets.nhle.com/mugs/nhl/20242025/BOS/8473419.png,Brad,Marchand,63,L,L,69,176,1988-05-11,CAN,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8483397,https://assets.nhle.com/mugs/nhl/20242025/BOS/8483397.png,Marc,McLaughlin,26,C,R,72,199,1999-07-26,USA,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8483567,https://assets.nhle.com/mugs/nhl/20242025/BOS/8483567.png,Georgii,Merkulov,42,C,L,71,176,2000-10-10,RUS,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8484899,https://assets.nhle.com/mugs/nhl/20242025/BOS/8484899.png,Jaxon,Nelson,,C,R,76,215,2000-03-30,USA,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8477956,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477956.png,David,Pastrnak,88,R,R,72,196,1996-05-25,CZE,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8483505,https://assets.nhle.com/mugs/nhl/20242025/BOS/8483505.png,Matthew,Poitras,51,C,R,71,180,2004-03-10,CAN,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8479705,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479705.png,Jeffrey,Viel,,L,L,74,205,1997-01-28,CAN,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8479362,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479362.png,Riley,Tufte,10,L,L,78,230,1998-04-10,USA,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8478401,https://assets.nhle.com/mugs/nhl/20242025/BOS/8478401.png,Pavel,Zacha,18,C,L,76,207,1997-04-06,CZE,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8484813,https://assets.nhle.com/mugs/nhl/20242025/BOS/8484813.png,Drew,Bavaro,,D,R,75,200,2000-06-10,USA,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8483017,https://assets.nhle.com/mugs/nhl/20242025/BOS/8483017.png,Frederic,Brunet,43,D,L,75,196,2003-08-21,CAN,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8480828,https://assets.nhle.com/mugs/nhl/20242025/BOS/8480828.png,Michael,Callahan,79,D,L,74,199,1999-09-23,USA,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8478443,https://assets.nhle.com/mugs/nhl/20242025/BOS/8478443.png,Brandon,Carlo,25,D,R,77,217,1996-11-26,USA,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8483438,https://assets.nhle.com/mugs/nhl/20242025/BOS/8483438.png,Jackson,Edward,41,D,L,74,193,2004-02-27,CAN,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8476854,https://assets.nhle.com/mugs/nhl/20242025/BOS/8476854.png,Hampus,Lindholm,27,D,L,76,224,1994-01-20,SWE,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8482511,https://assets.nhle.com/mugs/nhl/20242025/BOS/8482511.png,Mason,Lohrei,6,D,L,77,211,2001-01-17,USA,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8482893,https://assets.nhle.com/mugs/nhl/20242025/BOS/8482893.png,Ryan,Mast,87,D,R,77,221,2003-01-14,USA,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8479325,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479325.png,Charlie,McAvoy,73,D,R,73,209,1997-12-21,USA,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8480070,https://assets.nhle.com/mugs/nhl/20242025/BOS/8480070.png,Ian,Mitchell,14,D,R,72,192,1999-01-18,CAN,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8477851,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477851.png,Jordan,Oesterle,,D,L,72,187,1992-06-25,USA,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8479369,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479369.png,Andrew,Peeke,52,D,R,75,214,1998-03-17,USA,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8480831,https://assets.nhle.com/mugs/nhl/20242025/BOS/8480831.png,Alec,Regula,75,D,R,76,211,2000-08-06,USA,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8482399,https://assets.nhle.com/mugs/nhl/20242025/BOS/8482399.png,Billy,Sweezey,,D,R,73,206,1996-02-06,USA,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8478450,https://assets.nhle.com/mugs/nhl/20242025/BOS/8478450.png,Parker,Wotherspoon,29,D,L,73,195,1997-08-24,CAN,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8477507,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477507.png,Nikita,Zadorov,91,D,L,78,248,1995-04-16,RUS,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8483548,https://assets.nhle.com/mugs/nhl/20242025/BOS/8483548.png,Brandon,Bussi,30,G,R,76,218,1998-06-25,USA,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8480022,https://assets.nhle.com/mugs/nhl/20242025/BOS/8480022.png,Michael,DiPietro,80,G,L,73,207,1999-06-09,CAN,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8476914,https://assets.nhle.com/mugs/nhl/20242025/BOS/8476914.png,Joonas,Korpisalo,70,G,L,75,189,1994-04-28,FIN,6,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8477979,https://assets.nhle.com/mugs/nhl/20242025/BUF/8477979.png,Nicolas,Aube-Kubel,96,R,R,72,207,1996-05-10,CAN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8484145,https://assets.nhle.com/mugs/nhl/20242025/BUF/8484145.png,Zach,Benson,9,L,L,70,170,2005-05-12,CAN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8481528,https://assets.nhle.com/mugs/nhl/20242025/BUF/8481528.png,Dylan,Cozens,24,C,R,75,195,2001-02-09,CAN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8482623,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482623.png,Josh,Dunne,,C,L,76,211,1998-12-08,USA,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8478413,https://assets.nhle.com/mugs/nhl/20242025/BUF/8478413.png,Jordan,Greenway,12,L,L,78,231,1997-02-16,USA,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8484797,https://assets.nhle.com/mugs/nhl/20242025/BUF/8484797.png,Konsta,Helenius,,C,R,71,180,2006-05-11,FIN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8481480,https://assets.nhle.com/mugs/nhl/20242025/BUF/8481480.png,Mason,Jobst,,C,L,68,185,1994-02-17,USA,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8482697,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482697.png,Aleksandr,Kisakov,52,L,L,70,150,2002-11-01,RUS,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8482896,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482896.png,Tyson,Kozak,48,C,L,71,173,2002-12-29,CAN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8483468,https://assets.nhle.com/mugs/nhl/20242025/BUF/8483468.png,Jiri,Kulich,20,C,L,73,186,2004-04-14,CZE,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8478043,https://assets.nhle.com/mugs/nhl/20242025/BUF/8478043.png,Sam,Lafferty,81,C,R,74,205,1995-03-06,USA,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8479359,https://assets.nhle.com/mugs/nhl/20242025/BUF/8479359.png,Beck,Malenstyn,29,L,L,75,200,1998-02-04,CAN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8480802,https://assets.nhle.com/mugs/nhl/20242025/BUF/8480802.png,Ryan,McLeod,71,C,L,75,188,1999-09-21,CAN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8479419,https://assets.nhle.com/mugs/nhl/20242025/BUF/8479419.png,Brett,Murray,81,L,L,77,228,1998-07-20,CAN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8482746,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482746.png,Olivier,Nadeau,54,R,R,74,204,2003-01-15,CAN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8483496,https://assets.nhle.com/mugs/nhl/20242025/BUF/8483496.png,Viktor,Neuchev,,L,L,74,165,2003-10-25,RUS,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8483500,https://assets.nhle.com/mugs/nhl/20242025/BUF/8483500.png,Noah,Ostlund,,C,L,71,163,2004-03-11,SWE,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8482175,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482175.png,JJ,Peterka,77,R,L,72,189,2002-01-14,DEU,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8482097,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482097.png,Jack,Quinn,22,R,R,73,185,2001-09-19,CAN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8482765,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482765.png,Isak,Rosen,63,R,L,72,173,2003-03-15,SWE,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8481751,https://assets.nhle.com/mugs/nhl/20242025/BUF/8481751.png,Lukas,Rousek,13,R,L,71,171,1999-04-20,CZE,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8479420,https://assets.nhle.com/mugs/nhl/20242025/BUF/8479420.png,Tage,Thompson,72,C,R,78,220,1997-10-30,USA,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8477949,https://assets.nhle.com/mugs/nhl/20242025/BUF/8477949.png,Alex,Tuch,89,R,R,76,215,1996-05-10,USA,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8482151,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482151.png,Tyler,Tullio,,R,R,70,165,2002-04-05,USA,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8484238,https://assets.nhle.com/mugs/nhl/20242025/BUF/8484238.png,Anton,Wahlberg,,C,L,75,194,2005-07-04,SWE,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8475722,https://assets.nhle.com/mugs/nhl/20242025/BUF/8475722.png,Jason,Zucker,17,L,L,71,192,1992-01-16,USA,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8480196,https://assets.nhle.com/mugs/nhl/20242025/BUF/8480196.png,Jacob,Bryson,78,D,L,69,174,1997-11-18,CAN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8481524,https://assets.nhle.com/mugs/nhl/20242025/BUF/8481524.png,Bowen,Byram,4,D,L,73,190,2001-06-13,CAN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8479348,https://assets.nhle.com/mugs/nhl/20242025/BUF/8479348.png,Kale,Clague,38,D,L,72,190,1998-06-05,CAN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8477365,https://assets.nhle.com/mugs/nhl/20242025/BUF/8477365.png,Connor,Clifton,75,D,R,71,192,1995-04-28,USA,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8480839,https://assets.nhle.com/mugs/nhl/20242025/BUF/8480839.png,Rasmus,Dahlin,26,D,L,75,204,2000-04-13,SWE,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8478502,https://assets.nhle.com/mugs/nhl/20242025/BUF/8478502.png,Dennis,Gilbert,8,D,L,74,216,1996-10-30,USA,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8481564,https://assets.nhle.com/mugs/nhl/20242025/BUF/8481564.png,Ryan,Johnson,33,D,L,73,195,2001-07-24,USA,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8480035,https://assets.nhle.com/mugs/nhl/20242025/BUF/8480035.png,Henri,Jokiharju,10,D,R,72,200,1999-06-17,FIN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8483732,https://assets.nhle.com/mugs/nhl/20242025/BUF/8483732.png,Vsevolod,Komarov,76,D,R,74,182,2004-01-11,RUS,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8482916,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482916.png,Nikita,Novikov,,D,L,75,196,2003-07-25,RUS,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8482066,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482066.png,Colton,Poolman,,D,L,72,200,1995-12-18,USA,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8482671,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482671.png,Owen,Power,25,D,L,78,221,2002-11-22,CAN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8480056,https://assets.nhle.com/mugs/nhl/20242025/BUF/8480056.png,Jack,Rathbone,,D,L,70,177,1999-05-20,USA,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8480807,https://assets.nhle.com/mugs/nhl/20242025/BUF/8480807.png,Mattias,Samuelsson,23,D,L,76,224,2000-03-14,USA,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8482221,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482221.png,Devon,Levi,27,G,L,72,192,2001-12-27,CAN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
8480045,https://assets.nhle.com/mugs/nhl/20242025/BUF/8480045.png,Ukko-Pekka,Luukkonen,1,G,L,77,217,1999-03-09,FIN,7,2024-08-21 01:26:08 UTC,2024-08-21 01:26:08 UTC,,
